transformation_run_id,code_commit,entry_point,parameters_json,input_snapshot_ids,started_at,completed_at,output_path,output_sha256
transform:1bce350d641834ec4ddfdb6948162d4057e217913ab666f0d5869b33ca87110c,82ef329c147d758ab06b6b20cdf318570ae544c2,scripts/build_unsd_census_assertions.py,"{""allowed_unmatched"":[""- England and Wales"",""- Northern Ireland"",""- Scotland"",""Nauru"",""Netherlands Antilles""],""allowed_unparsed"":[""11 Octoer 1994""],""census_sha256"":""900b7f3691efe2c1309e422b16816e5ed45ebb127a7e71db3443f987fccf6165"",""m49_sha256"":""b9048114f6e7f2abda83bf03d4263c9d7cd1bd7230e3d0461025ee7839a7a1fb""}","[""unsd_census_dates_2026_02_03:900b7f3691efe2c1309e422b16816e5ed45ebb127a7e71db3443f987fccf6165"",""unsd_m49_overview_2026_09_03:b9048114f6e7f2abda83bf03d4263c9d7cd1bd7230e3d0461025ee7839a7a1fb""]",2026-09-03T21:19:08Z,2026-09-03T21:19:09Z,data/processed/restricted/unsd-census-date-assertions-2026-02-03.csv,757ae466b5daf1074d619ac8cd897248749f13edb74398a80226b79f9a6383ad
