source_id,publisher,dataset,release,retrieved_at,source_url,license,local_path,sha256,redistribution_allowed,notes
un_wup_2025_cities,United Nations DESA Population Division,World Urbanization Prospects 2025 Revision - Cities,2025 Revision,2026-08-27,https://population.un.org/wup/assets/Download/Cities/WUP2025-F21-DEGURBA-Cities_Pop.xlsx,CC BY 3.0 IGO,data/raw/WUP2025-F21-DEGURBA-Cities_Pop.xlsx,3a96030d87aec6c1c50f658d5321067d6345e1ab936c5d2854524f972caa75c0,true_not_committed,"Exact workbook acquired from UN; 10,671,837 bytes; info sheet identifies POP/DB/WUP/Rev.2025/F21."
un_wup_2025_cities,United Nations DESA Population Division,World Urbanization Prospects 2025 Revision - Cities,2025 Revision,2026-08-27,https://population.un.org/wup/assets/Download/Cities/WUP2025-F25-DEGURBA-Cities_AREA_km2.xlsx,CC BY 3.0 IGO,data/raw/WUP2025-F25-DEGURBA-Cities_AREA_km2.xlsx,1174b1d46344a14c6d92d5a85e8b852cb789cf4d67835c2ff96c1634450af25f,true_not_committed,"Exact workbook acquired from UN; 7,177,146 bytes; land area in square kilometres."
ec_ghsl_ucdb_r2024a_v1_2,European Commission Joint Research Centre,GHS Urban Centre Database R2024A,v1.2,2026-08-27,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_UCDB_GLOBE_R2024A/GHS_UCDB_THEME_GLOBE_R2024A/GHS_UCDB_THEME_GHSL_GLOBE_R2024A/V1-2/GHS_UCDB_THEME_GHSL_GLOBE_R2024A_V1_2.zip,Reuse authorised with attribution,data/raw/GHS_UCDB_THEME_GHSL_GLOBE_R2024A_V1_2.zip,df8844961b663104e8e51ee656eafebed5336e5a946d92f6d7f31d4be75a9032,true_not_committed,"Exact official thematic archive acquired; 80,490,852 bytes; fixed-2025-boundary GHSL population and built-up surface for 11,422 centres."
ec_ghsl_ucdb_r2024a_v1_2,European Commission Joint Research Centre,GHS Urban Centre Database R2024A,v1.2,2026-08-27,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_UCDB_GLOBE_R2024A/GHS_UCDB_MTUC_GLOBE_R2024A/V1-2/GHS_UCDB_MTUC_GLOBE_R2024A_V1_2.zip,Reuse authorised with attribution,data/raw/GHS_UCDB_MTUC_GLOBE_R2024A_V1_2.zip,76eddb0e609a2a6c9d9266d62ddab5f5f1f0b457c68291ea9755b1e06855f32f,true_not_committed,"Exact official multi-temporal-boundary archive acquired; 37,155,214 bytes; 11,686 trajectories with birth/death years and time-varying coverage."
