origin,stratification,stratum,weighting,n,country_count,population,population_coverage_fraction,matched_train_n,training_precedes_origin,test_rows_identical,city_direct_observation_status,source_scope,evaluation_status,beta,baseline_mae,augmented_mae,mae_delta_augmented_minus_baseline,baseline_rmse,augmented_rmse,rmse_delta_augmented_minus_baseline,augmented_improves_mae,augmented_improves_rmse
2015,admin_level,admin_5,country_balanced,738,8,275140797.0,0.08675701814993247,3304,True,True,unresolved,country_input_proxy,evaluated,0.43234984048617625,0.012539878247313192,0.0097549376487337,-0.002784940598579491,0.017979666374661907,0.014483024784401775,-0.0034966415902601324,True,True
2015,admin_level,admin_5,row_weighted,738,8,275140797.0,0.08675701814993247,3304,True,True,unresolved,country_input_proxy,evaluated,0.39155622839237764,0.012913959694158548,0.010694663694466642,-0.0022192959996919052,0.01897798421875603,0.01709151202432312,-0.001886472194432911,True,True
2015,admin_level,admin_6,country_balanced,214,3,65074447.0,0.020519185235462624,1199,True,True,unresolved,country_input_proxy,evaluated,0.42074501753194266,0.010681012854435915,0.009447188594585843,-0.0012338242598500717,0.014940087376212594,0.013793200882867498,-0.0011468864933450954,True,True
2015,admin_level,admin_6,row_weighted,214,3,65074447.0,0.020519185235462624,1199,True,True,unresolved,country_input_proxy,evaluated,0.40960069184230463,0.009253120202401129,0.008426174702103767,-0.0008269455002973616,0.014149993157698671,0.013135701498756298,-0.0010142916589423734,True,True
2015,process_type,census,country_balanced,8884,155,2834462345.0,0.893758772932773,46722,True,True,unresolved,country_input_proxy,evaluated,0.46422091353391065,0.020511811327308622,0.01743856972536458,-0.003073241601944044,0.032722041695475726,0.02942454869809775,-0.0032974929973779744,True,True
2015,process_type,census,row_weighted,8884,155,2834462345.0,0.893758772932773,46722,True,True,unresolved,country_input_proxy,evaluated,0.4744046105117308,0.016668289561931435,0.013868901548363396,-0.002799388013568039,0.024752388924664772,0.021480853978595525,-0.003271534946069247,True,True
2015,process_type,estimate,country_balanced,727,20,229160718.0,0.07225864280235242,3291,True,True,unresolved,country_input_proxy,evaluated,0.6733997058342545,0.024298326293084788,0.02058384127199683,-0.0037144850210879578,0.034289871303648245,0.03192648080389817,-0.0023633904997500746,True,True
2015,process_type,estimate,row_weighted,727,20,229160718.0,0.07225864280235242,3291,True,True,unresolved,country_input_proxy,evaluated,0.5916667894144351,0.02233831430803814,0.019291372481884225,-0.003046941826153917,0.030012850051502483,0.02675793896981495,-0.0032549110816875344,True,True
2015,process_type,register,country_balanced,379,11,107772207.0,0.03398258426487468,2145,True,True,unresolved,country_input_proxy,evaluated,0.45694598565201383,0.011871449161295832,0.011788470143449298,-8.297901784653366e-05,0.017619282585126055,0.018306575850895044,0.0006872932657689887,True,False
2015,process_type,register,row_weighted,379,11,107772207.0,0.03398258426487468,2145,True,True,unresolved,country_input_proxy,evaluated,0.5428476557831071,0.011981831836424074,0.011780058347202525,-0.00020177348922154927,0.017295992834244357,0.016658531816534337,-0.0006374610177100198,True,True
2015,recency,estimate_input,country_balanced,727,20,229160718.0,0.07225864280235242,605,True,True,unresolved,country_input_proxy,evaluated,0.7193524806893375,0.024298326293084788,0.020397934552145936,-0.0039003917409388515,0.034289871303648245,0.031986510521695946,-0.002303360781952299,True,True
2015,recency,estimate_input,row_weighted,727,20,229160718.0,0.07225864280235242,605,True,True,unresolved,country_input_proxy,evaluated,0.6332492026643307,0.02233831430803814,0.019160072733369185,-0.0031782415746689566,0.030012850051502483,0.0266986975406926,-0.0033141525108098847,True,True
2015,recency,recent_direct_input,country_balanced,9125,158,2906921557.0,0.9166065121236054,5530,True,True,unresolved,country_input_proxy,evaluated,0.3922753823629201,0.01959500479430092,0.01686936448380121,-0.0027256403104997107,0.031564750210937624,0.02831721021831749,-0.0032475399926201326,True,True
2015,recency,recent_direct_input,row_weighted,9125,158,2906921557.0,0.9166065121236054,5530,True,True,unresolved,country_input_proxy,evaluated,0.3482591520473393,0.01640671377917769,0.014214846272417184,-0.002191867506760507,0.02436472941014875,0.021507708804453882,-0.0028570206056948676,True,True
2015,recency,stale_direct_input,country_balanced,138,8,35312995.0,0.011134845074042126,0,True,True,unresolved,country_input_proxy,insufficient_prior_stratum_training,,,,,,,,,
2015,recency,stale_direct_input,row_weighted,138,8,35312995.0,0.011134845074042126,0,True,True,unresolved,country_input_proxy,insufficient_prior_stratum_training,,,,,,,,,
