city_id,population_difference,built_up_area_difference_m2,urban_centre_area_difference_km2,reconciliation_semantics
209,0.30406999999831896,0,0.0,current_epoch_file_integrity_not_temporal_comparability
210,0.42119999998249114,0,0.0,current_epoch_file_integrity_not_temporal_comparability
211,-0.418100000009872,0,0.0,current_epoch_file_integrity_not_temporal_comparability
212,-0.30799999996088445,0,0.0,current_epoch_file_integrity_not_temporal_comparability
213,-0.21420000004582107,0,0.0,current_epoch_file_integrity_not_temporal_comparability
214,-0.1410000000614673,0,0.0,current_epoch_file_integrity_not_temporal_comparability
215,0.15270000000600703,0,0.0,current_epoch_file_integrity_not_temporal_comparability
216,0.39459999999962747,0,0.0,current_epoch_file_integrity_not_temporal_comparability
217,-0.1340000000782311,0,0.0,current_epoch_file_integrity_not_temporal_comparability
218,0.383719999997993,0,0.0,current_epoch_file_integrity_not_temporal_comparability
219,0.1755000000121072,0,0.0,current_epoch_file_integrity_not_temporal_comparability
220,0.10529999999562278,0,0.0,current_epoch_file_integrity_not_temporal_comparability
221,-0.1929999999993015,0,0.0,current_epoch_file_integrity_not_temporal_comparability
222,-0.10400000005029142,0,0.0,current_epoch_file_integrity_not_temporal_comparability
223,-0.1860999999989872,0,0.0,current_epoch_file_integrity_not_temporal_comparability
224,-0.2975799999985611,0,0.0,current_epoch_file_integrity_not_temporal_comparability
225,-0.3912399999971967,0,0.0,current_epoch_file_integrity_not_temporal_comparability
226,0.036690000000817236,0,0.0,current_epoch_file_integrity_not_temporal_comparability
227,0.24620999999751803,0,0.0,current_epoch_file_integrity_not_temporal_comparability
228,0.328269999998156,0,0.0,current_epoch_file_integrity_not_temporal_comparability
229,-0.12321000000520144,0,0.0,current_epoch_file_integrity_not_temporal_comparability
230,0.2154000000009546,0,0.0,current_epoch_file_integrity_not_temporal_comparability
231,-0.3200000000651926,0,0.0,current_epoch_file_integrity_not_temporal_comparability
232,-0.2933999999950174,0,0.0,current_epoch_file_integrity_not_temporal_comparability
233,0.09169999998994172,0,0.0,current_epoch_file_integrity_not_temporal_comparability
234,0.014699999999720603,0,0.0,current_epoch_file_integrity_not_temporal_comparability
235,0.4131000000052154,0,0.0,current_epoch_file_integrity_not_temporal_comparability
236,0.07391999999526888,0,0.0,current_epoch_file_integrity_not_temporal_comparability
237,0.44930000000749715,0,0.0,current_epoch_file_integrity_not_temporal_comparability
238,0.003899999996065162,0,0.0,current_epoch_file_integrity_not_temporal_comparability
239,0.3371000000042841,0,0.0,current_epoch_file_integrity_not_temporal_comparability
240,-0.009109999999054708,0,0.0,current_epoch_file_integrity_not_temporal_comparability
241,0.15877999999793246,0,0.0,current_epoch_file_integrity_not_temporal_comparability
242,-0.07929999999760184,0,0.0,current_epoch_file_integrity_not_temporal_comparability
243,0.2477599999983795,0,0.0,current_epoch_file_integrity_not_temporal_comparability
244,0.2850000001490116,0,0.0,current_epoch_file_integrity_not_temporal_comparability
245,-0.0754499999966356,0,0.0,current_epoch_file_integrity_not_temporal_comparability
246,-0.17060000001220033,0,0.0,current_epoch_file_integrity_not_temporal_comparability
247,-0.35050000000046566,0,0.0,current_epoch_file_integrity_not_temporal_comparability
248,0.31904000000213273,0,0.0,current_epoch_file_integrity_not_temporal_comparability
249,0.28049999999348074,0,0.0,current_epoch_file_integrity_not_temporal_comparability
250,0.47026999999798136,0,0.0,current_epoch_file_integrity_not_temporal_comparability
251,0.41511999999784166,0,0.0,current_epoch_file_integrity_not_temporal_comparability
252,0.3775000000023283,0,0.0,current_epoch_file_integrity_not_temporal_comparability
253,0.19390000001294538,0,0.0,current_epoch_file_integrity_not_temporal_comparability
255,0.24589999997988343,0,0.0,current_epoch_file_integrity_not_temporal_comparability
256,-0.42040999999881024,0,0.0,current_epoch_file_integrity_not_temporal_comparability
257,0.3750900000013644,0,0.0,current_epoch_file_integrity_not_temporal_comparability
258,0.010999999940395355,0,0.0,current_epoch_file_integrity_not_temporal_comparability
259,-0.36269999999785796,0,0.0,current_epoch_file_integrity_not_temporal_comparability
260,0.12592999999469612,0,0.0,current_epoch_file_integrity_not_temporal_comparability
261,0.0005800000071758404,0,0.0,current_epoch_file_integrity_not_temporal_comparability
262,-0.2679000000061933,0,0.0,current_epoch_file_integrity_not_temporal_comparability
