city_id,city_name,country,period_start,period_end,presence_threshold,built_up_surface_start_m2,built_up_surface_end_m2,built_up_volume_start_m3,built_up_volume_end_m3,mean_height_start_m,mean_height_end_m,volume_annualized_log_growth,horizontal_annualized_log_growth,vertical_annualized_log_growth,horizontal_share_of_volume_growth,vertical_share_of_volume_growth,height_lineage
3500,Gushiegu,Ghana,2016,2023,0.3,559608.25,869075.25,2197274.2,3042809.0,3.926450781,3.501203147,0.046509076,0.062884676,-0.016375606,1.352094714,-0.352094851,google_open_buildings_temporal_v1_independent_height
3500,Gushiegu,Ghana,2016,2023,0.5,392631.0,610982.75,1744019.2,2420546.0,4.441878634,3.961725597,0.046828676,0.063171212,-0.016342531,1.348985660,-0.348985540,google_open_buildings_temporal_v1_independent_height
3500,Gushiegu,Ghana,2016,2023,0.7,276157.75,390626.5,1321413.2,1694832.4,4.784994265,4.338754219,0.035554580,0.049539943,-0.013985367,1.393349108,-0.393349222,google_open_buildings_temporal_v1_independent_height
